,host_response_rate,host_acceptance_rate,price,availability_365,number_of_reviews,review_scores_cleanliness,review_scores_communication,review_scores_location,reviews_per_month,room_type
17447,96.0,100.0,1300.0,364,23.0,4.78,4.52,4.96,2.58,Private room
17448,99.0,99.0,2492.0,291,27.0,4.89,4.89,4.93,3.01,Entire home/apt
17449,100.0,100.0,2166.0,0,14.0,4.8,4.71,4.71,1.51,Entire home/apt
17450,100.0,100.0,1052.0,358,6.0,5.0,5.0,4.83,0.65,Private room
17451,100.0,100.0,1500.0,250,8.0,4.8,4.75,5.0,0.94,Entire home/apt
17452,100.0,91.0,2200.0,325,12.0,4.67,5.0,5.0,1.53,Entire home/apt
17453,100.0,100.0,1062.7,149,3.0,4.8,4.9,4.9,0.71,Entire home/apt
17454,99.0,99.0,537.0,306,38.0,4.55,4.82,4.84,1.4,Entire home/apt
17455,93.0,97.3,220.0,358,7.0,4.8,5.0,5.0,0.88,Private room
17456,100.0,97.0,499.0,363,1.0,4.8,5.0,5.0,0.51,Private room
17457,98.0,100.0,1450.0,360,33.0,4.7,4.79,4.88,3.65,Entire home/apt
17458,93.0,88.0,435.0,331,4.0,5.0,5.0,5.0,0.42,Private room
17459,99.0,99.0,1837.0,361,4.0,4.75,4.75,5.0,0.47,Entire home/apt
17460,100.0,100.0,504.0,162,78.0,4.99,4.96,4.88,1.4,Entire home/apt
17461,100.0,100.0,1400.0,243,46.0,4.98,4.98,4.96,1.4,Entire home/apt
17462,93.0,88.0,400.0,363,20.0,4.6,4.9,4.9,2.36,Private room
17463,100.0,100.0,2114.0,280,11.0,5.0,4.91,4.91,1.19,Entire home/apt
17464,100.0,99.0,424.0,225,14.0,4.71,4.64,4.93,1.55,Private room
17465,100.0,100.0,2578.0,0,19.0,4.53,4.84,4.95,2.04,Entire home/apt
17466,100.0,100.0,1629.0,164,7.0,5.0,5.0,4.86,0.88,Entire home/apt
17467,98.0,100.0,1150.0,348,47.0,4.83,4.66,4.83,1.4,Entire home/apt
17468,96.0,100.0,860.0,363,2.0,4.5,5.0,5.0,0.39,Private room
17469,94.5,97.3,900.0,0,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17470,100.0,83.0,459.0,36,1.0,5.0,5.0,5.0,0.11,Private room
17471,93.0,100.0,1017.0,364,32.0,4.66,4.78,4.88,3.5,Entire home/apt
17472,100.0,99.0,1062.7,365,5.0,4.8,5.0,5.0,0.57,Entire home/apt
17473,100.0,100.0,2174.0,343,9.0,4.89,5.0,5.0,1.76,Entire home/apt
17474,100.0,100.0,876.0,271,6.0,5.0,5.0,4.83,0.65,Entire home/apt
17475,100.0,100.0,270.0,164,12.0,4.92,4.75,4.92,1.55,Entire home/apt
17476,100.0,100.0,319.0,301,21.0,4.62,4.71,4.57,2.5,Private room
17477,100.0,100.0,996.0,338,14.0,4.8,4.64,4.71,1.62,Entire home/apt
17478,100.0,97.3,381.0,362,1.0,4.8,5.0,4.9,0.11,Private room
17479,100.0,95.0,350.0,365,2.0,4.8,5.0,5.0,0.24,Private room
17480,94.5,100.0,1000.0,365,1.0,4.8,5.0,4.9,0.11,Private room
17481,99.0,99.0,1541.0,324,10.0,4.8,4.8,4.8,1.07,Entire home/apt
17482,99.0,99.0,2328.0,288,1.0,5.0,5.0,5.0,0.36,Entire home/apt
17483,99.0,99.0,2275.0,288,2.0,4.5,4.5,4.5,0.39,Entire home/apt
17484,100.0,95.0,400.0,364,2.0,4.5,5.0,4.5,0.41,Private room
17485,100.0,95.0,350.0,365,7.0,5.0,5.0,5.0,0.77,Private room
17486,100.0,100.0,2113.0,365,1.0,5.0,5.0,5.0,0.2,Entire home/apt
17487,96.0,100.0,1300.0,357,17.0,4.65,4.71,4.94,1.88,Private room
17488,100.0,99.0,884.0,348,51.0,4.86,4.78,4.88,1.4,Entire home/apt
17489,100.0,100.0,850.0,323,6.0,4.5,4.67,5.0,0.76,Entire home/apt
17490,100.0,100.0,254.0,176,11.0,4.82,5.0,5.0,1.21,Private room
17491,100.0,99.0,1531.0,363,34.0,4.97,4.94,4.88,3.6,Entire home/apt
17492,99.0,99.0,2003.0,335,9.0,4.78,5.0,5.0,0.96,Entire home/apt
17493,100.0,100.0,247.0,177,24.0,4.5,4.63,4.71,2.53,Private room
17494,100.0,100.0,993.0,337,1.0,4.8,4.9,4.9,1.0,Private room
17495,99.0,99.0,1536.0,358,7.0,4.71,4.86,5.0,0.76,Entire home/apt
17496,100.0,100.0,760.0,364,4.0,5.0,5.0,5.0,0.44,Private room
17497,100.0,92.0,380.0,297,8.0,4.75,4.88,5.0,0.86,Private room
17498,100.0,100.0,366.0,150,5.0,4.8,4.6,4.8,0.6,Private room
17499,100.0,98.0,999.0,173,24.0,4.96,4.96,4.96,1.4,Private room
17500,100.0,96.0,1089.0,316,15.0,5.0,5.0,5.0,1.85,Private room
17501,90.0,100.0,580.0,348,6.0,4.67,5.0,4.5,0.65,Entire home/apt
17502,98.6,97.3,250.0,117,0.0,4.7,4.8,4.8,1.7,Private room
17503,100.0,100.0,1062.7,319,27.0,4.89,4.93,4.93,2.92,Entire home/apt
17504,100.0,100.0,1062.7,319,12.0,4.83,4.83,4.92,1.32,Entire home/apt
17505,100.0,100.0,1062.7,321,31.0,4.9,4.84,4.9,3.37,Entire home/apt
17506,94.5,89.0,1900.0,241,3.0,5.0,5.0,4.67,0.6,Entire home/apt
17507,100.0,100.0,2253.0,76,11.0,4.55,5.0,4.91,1.2,Entire home/apt
17508,100.0,100.0,1713.0,364,9.0,5.0,5.0,5.0,1.0,Entire home/apt
17509,94.0,83.0,615.0,359,40.0,4.88,4.88,4.88,1.4,Entire home/apt
17510,99.0,99.0,1402.0,341,36.0,4.86,4.81,4.89,4.46,Entire home/apt
17511,100.0,97.0,400.0,177,23.0,4.87,4.96,4.83,2.49,Private room
17512,100.0,100.0,1124.0,316,62.0,4.87,4.77,4.87,1.4,Entire home/apt
17513,100.0,100.0,570.0,271,8.0,4.88,5.0,5.0,0.99,Private room
17514,98.6,97.3,1143.0,176,13.0,4.8,4.92,4.92,1.54,Entire home/apt
17515,100.0,100.0,2686.0,0,25.0,4.68,4.76,4.76,2.79,Entire home/apt
17516,99.0,99.0,1677.0,335,13.0,5.0,4.85,5.0,1.4,Entire home/apt
17517,100.0,100.0,1062.7,263,8.0,4.8,4.9,4.88,0.96,Entire home/apt
17518,99.0,99.0,2174.0,345,23.0,4.91,4.87,5.0,2.55,Entire home/apt
17519,99.0,99.0,1749.0,356,15.0,5.0,4.87,4.8,1.63,Entire home/apt
17520,90.0,96.0,1350.0,32,19.0,4.42,4.9,4.95,2.15,Entire home/apt
17521,99.0,99.0,1883.0,358,10.0,4.9,5.0,5.0,1.32,Entire home/apt
17522,100.0,99.0,1071.0,358,61.0,4.57,4.75,4.79,1.4,Entire home/apt
17523,99.0,99.0,2289.0,317,20.0,4.9,5.0,5.0,3.35,Entire home/apt
17524,99.0,99.0,1062.7,291,9.0,4.44,4.56,4.56,1.06,Entire home/apt
17525,100.0,99.0,900.0,150,17.0,4.8,4.82,5.0,1.83,Entire home/apt
17526,99.0,99.0,2551.0,363,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17527,99.0,99.0,1300.0,317,28.0,4.64,4.64,4.93,3.31,Entire home/apt
17528,100.0,100.0,1700.0,174,4.0,5.0,5.0,5.0,0.44,Entire home/apt
17529,100.0,83.0,1062.7,119,2.0,5.0,5.0,5.0,0.47,Entire home/apt
17530,99.0,99.0,1300.0,258,67.0,4.81,4.79,4.82,1.4,Entire home/apt
17531,99.0,99.0,1062.7,287,16.0,4.94,4.88,4.94,1.9,Entire home/apt
17532,100.0,100.0,486.0,361,55.0,4.71,4.73,4.89,1.4,Private room
17533,100.0,95.0,1780.0,356,20.0,4.65,5.0,4.95,2.16,Entire home/apt
17534,93.0,100.0,1490.0,353,5.0,4.8,4.9,5.0,1.74,Entire home/apt
17535,94.5,100.0,1800.0,364,2.0,5.0,5.0,5.0,0.39,Entire home/apt
17536,100.0,100.0,846.0,247,30.0,4.93,5.0,4.9,3.54,Entire home/apt
17537,100.0,100.0,756.0,354,31.0,4.87,4.9,4.9,3.44,Entire home/apt
17538,96.0,100.0,1200.0,365,6.0,4.83,4.83,5.0,0.73,Private room
17539,99.0,99.0,1883.0,357,15.0,4.87,5.0,5.0,1.62,Entire home/apt
17540,100.0,100.0,1920.0,35,18.0,5.0,5.0,4.94,2.0,Entire home/apt
17541,100.0,99.0,2100.0,342,17.0,5.0,5.0,5.0,1.85,Entire home/apt
17542,100.0,91.5,2256.0,351,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17543,94.0,83.0,615.0,361,37.0,4.81,5.0,4.86,1.4,Entire home/apt
17544,100.0,100.0,707.0,26,27.0,4.52,4.81,4.74,2.91,Entire home/apt
17545,94.5,100.0,584.0,260,13.0,4.46,4.69,4.9,1.54,Entire home/apt
17546,100.0,100.0,818.0,340,53.0,4.72,4.89,5.0,1.4,Entire home/apt
17547,100.0,97.0,449.0,333,0.0,4.7,4.8,4.8,1.7,Private room
17548,100.0,100.0,380.0,44,8.0,4.88,4.5,5.0,0.87,Entire home/apt
17549,100.0,99.0,780.0,325,15.0,4.8,4.87,5.0,1.63,Entire home/apt
17550,99.0,99.0,298.0,265,55.0,4.96,5.0,4.78,1.4,Private room
17551,100.0,100.0,993.0,318,9.0,5.0,4.89,4.78,1.94,Entire home/apt
17552,100.0,100.0,1062.7,363,5.0,5.0,5.0,5.0,0.55,Entire home/apt
17553,90.0,98.0,490.0,172,4.0,4.5,5.0,4.75,0.51,Entire home/apt
17554,99.0,99.0,329.0,248,58.0,4.89,4.9,4.62,1.4,Private room
17555,100.0,100.0,927.0,87,21.0,5.0,4.81,4.95,2.53,Entire home/apt
17556,100.0,82.0,1000.0,358,4.0,5.0,4.9,4.75,0.48,Entire home/apt
17557,94.0,100.0,1290.0,323,20.0,4.85,4.95,4.85,2.21,Entire home/apt
17558,97.0,100.0,1897.0,328,12.0,5.0,5.0,5.0,1.33,Entire home/apt
17559,100.0,100.0,1350.0,336,13.0,5.0,4.85,5.0,1.4,Entire home/apt
17560,100.0,100.0,564.0,356,20.0,4.95,4.95,4.9,2.13,Private room
17561,94.5,91.5,400.0,358,0.0,4.7,4.8,4.8,1.7,Private room
17562,94.0,100.0,1000.0,346,50.0,4.84,4.74,4.8,1.4,Entire home/apt
17563,94.5,91.5,425.0,360,1.0,5.0,5.0,5.0,0.21,Private room
17564,100.0,100.0,2463.0,343,20.0,4.75,4.7,5.0,2.21,Entire home/apt
17565,99.0,100.0,924.0,89,36.0,4.75,4.58,4.89,4.11,Entire home/apt
17566,99.0,100.0,2666.0,171,39.0,4.8,4.62,4.87,4.42,Entire home/apt
17567,100.0,100.0,2443.0,63,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17568,100.0,99.0,607.0,359,45.0,4.49,4.82,4.89,1.4,Entire home/apt
17569,100.0,100.0,1594.0,358,18.0,4.94,5.0,4.83,1.98,Entire home/apt
17570,100.0,100.0,1062.7,220,51.0,4.92,5.0,4.96,1.4,Entire home/apt
17571,98.6,100.0,299.0,365,0.0,4.7,4.8,4.8,1.7,Private room
17572,100.0,100.0,814.0,361,53.0,4.89,4.85,4.72,1.4,Entire home/apt
17573,100.0,99.0,2953.0,183,26.0,4.88,5.0,4.96,2.97,Entire home/apt
17574,100.0,100.0,1143.0,86,10.0,4.7,4.8,4.7,1.11,Entire home/apt
17575,100.0,100.0,1937.0,234,14.0,5.0,5.0,5.0,1.4,Entire home/apt
17576,100.0,100.0,1062.7,329,37.0,4.84,4.86,4.86,4.01,Entire home/apt
17577,100.0,100.0,3068.0,248,46.0,4.96,4.96,4.96,1.4,Entire home/apt
17578,100.0,100.0,2013.0,359,16.0,5.0,5.0,4.94,1.73,Entire home/apt
17579,100.0,97.0,1150.0,349,5.0,5.0,5.0,5.0,0.55,Entire home/apt
17580,100.0,100.0,2360.0,360,6.0,5.0,5.0,5.0,1.13,Entire home/apt
17581,100.0,86.0,1500.0,0,1.0,5.0,5.0,5.0,0.2,Entire home/apt
17582,100.0,100.0,1245.0,340,26.0,4.96,4.88,4.92,2.85,Entire home/apt
17583,94.5,100.0,1800.0,363,0.0,4.7,4.8,4.8,1.7,Private room
17584,100.0,99.0,753.0,334,1.0,4.8,4.9,4.9,0.16,Entire home/apt
17585,100.0,100.0,1062.7,311,15.0,4.93,4.73,4.87,1.68,Entire home/apt
17586,100.0,96.0,1779.0,348,32.0,5.0,5.0,4.84,1.4,Entire home/apt
17587,100.0,93.0,900.0,90,0.0,4.7,4.8,4.8,1.7,Private room
17588,90.0,100.0,900.0,170,5.0,4.6,5.0,5.0,0.54,Entire home/apt
17589,100.0,99.0,1000.0,332,1.0,5.0,5.0,5.0,0.11,Entire home/apt
17590,100.0,100.0,1005.0,270,26.0,4.85,4.96,4.85,3.05,Entire home/apt
17591,100.0,99.0,1061.0,271,11.0,4.91,4.82,5.0,1.37,Entire home/apt
17592,100.0,100.0,1900.0,164,8.0,5.0,5.0,5.0,0.99,Entire home/apt
17593,100.0,100.0,1715.0,364,34.0,4.91,4.91,4.88,3.67,Entire home/apt
17594,100.0,100.0,2616.0,344,24.0,4.96,5.0,5.0,2.86,Entire home/apt
17595,100.0,100.0,1561.0,357,46.0,4.78,4.89,4.83,1.4,Entire home/apt
17596,100.0,100.0,1042.0,261,23.0,4.91,4.87,4.74,2.54,Entire home/apt
17597,100.0,100.0,2811.0,71,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17598,90.0,99.0,408.0,81,16.0,4.44,4.75,4.88,1.86,Private room
17599,100.0,88.0,1250.0,361,17.0,5.0,4.88,4.94,1.84,Entire home/apt
17600,99.0,99.0,1587.0,364,47.0,4.85,4.66,4.57,1.4,Entire home/apt
17601,100.0,100.0,1166.0,355,53.0,4.87,4.98,4.94,1.4,Entire home/apt
17602,100.0,100.0,1650.0,153,18.0,4.94,4.72,4.67,2.22,Entire home/apt
17603,98.6,90.0,383.0,121,1.0,5.0,5.0,5.0,0.13,Private room
17604,100.0,86.0,285.0,291,2.0,5.0,5.0,4.5,0.23,Private room
17605,100.0,100.0,500.0,333,11.0,5.0,4.91,5.0,1.5,Private room
17606,100.0,100.0,3040.0,323,13.0,5.0,4.85,5.0,1.43,Entire home/apt
17607,100.0,100.0,950.0,68,47.0,4.89,4.96,4.85,1.4,Entire home/apt
17608,100.0,100.0,2661.0,328,11.0,4.91,4.91,4.82,1.21,Entire home/apt
17609,94.5,91.5,1062.7,365,0.0,4.7,4.8,4.8,1.7,Private room
17610,100.0,99.0,350.0,232,6.0,4.83,4.83,4.83,0.84,Entire home/apt
17611,99.0,100.0,360.0,220,5.0,4.8,4.8,5.0,0.54,Private room
17612,94.5,91.5,2200.0,178,7.0,4.86,5.0,5.0,0.76,Entire home/apt
17613,98.6,100.0,950.0,365,3.0,4.8,4.9,4.9,0.42,Entire home/apt
17614,100.0,97.3,1200.0,365,15.0,4.8,4.9,4.73,1.94,Entire home/apt
17615,98.0,100.0,1350.0,360,21.0,4.86,4.95,4.95,2.43,Entire home/apt
17616,100.0,100.0,1062.7,311,1.0,4.8,5.0,5.0,0.2,Entire home/apt
17617,100.0,86.0,1125.0,364,4.0,5.0,5.0,4.75,0.63,Entire home/apt
17618,100.0,100.0,640.0,81,16.0,4.38,4.63,5.0,1.76,Private room
17619,100.0,100.0,1900.0,177,8.0,4.88,5.0,5.0,0.89,Entire home/apt
17620,100.0,100.0,547.0,354,14.0,4.36,4.9,4.9,1.56,Entire home/apt
17621,100.0,99.0,962.0,357,28.0,4.57,4.64,4.89,3.08,Entire home/apt
17622,100.0,100.0,2208.0,364,7.0,4.71,4.86,4.86,1.16,Entire home/apt
17623,100.0,83.0,850.0,364,6.0,4.5,5.0,4.5,1.02,Entire home/apt
17624,100.0,86.0,550.0,355,7.0,4.86,5.0,5.0,0.86,Private room
17625,91.0,100.0,711.0,288,38.0,4.79,4.95,4.92,1.4,Entire home/apt
17626,100.0,94.0,450.0,358,10.0,4.8,4.9,5.0,1.1,Private room
17627,100.0,96.0,950.0,170,2.0,5.0,5.0,5.0,0.22,Entire home/apt
17628,100.0,100.0,1159.0,330,18.0,4.83,4.89,4.72,1.97,Entire home/apt
17629,100.0,100.0,672.0,348,30.0,4.33,4.77,4.8,3.32,Entire home/apt
17630,100.0,100.0,3139.0,355,34.0,4.82,4.88,4.88,3.68,Entire home/apt
17631,100.0,94.0,450.0,359,6.0,4.5,5.0,5.0,0.7,Private room
17632,100.0,94.0,450.0,359,7.0,5.0,5.0,5.0,0.76,Private room
17633,100.0,99.0,2012.0,341,16.0,4.94,5.0,4.81,1.73,Entire home/apt
17634,100.0,100.0,1132.0,280,29.0,5.0,5.0,4.72,3.52,Entire home/apt
17635,100.0,100.0,2029.0,338,44.0,4.82,4.98,4.91,1.4,Entire home/apt
17636,100.0,94.0,1544.0,76,15.0,4.8,5.0,5.0,1.78,Entire home/apt
17637,100.0,99.0,1341.0,79,44.0,4.98,5.0,4.91,1.4,Entire home/apt
17638,100.0,99.0,700.0,344,34.0,4.97,5.0,4.68,1.4,Private room
17639,98.6,100.0,300.0,341,2.0,4.8,4.9,4.9,0.24,Private room
17640,100.0,100.0,1116.0,261,21.0,4.95,5.0,4.81,3.39,Entire home/apt
17641,100.0,97.3,200.0,364,1.0,5.0,5.0,5.0,0.14,Private room
17642,100.0,94.0,1474.0,329,24.0,4.88,5.0,4.96,2.65,Entire home/apt
17643,100.0,100.0,1089.0,319,12.0,4.83,5.0,5.0,1.33,Entire home/apt
17644,100.0,100.0,469.0,236,3.0,5.0,5.0,5.0,0.41,Entire home/apt
17645,100.0,100.0,2548.0,359,40.0,4.98,4.93,4.85,4.43,Entire home/apt
17646,90.0,93.0,1400.0,29,34.0,4.71,4.97,4.97,3.74,Entire home/apt
17647,98.0,100.0,550.0,272,14.0,4.57,4.64,4.71,1.57,Private room
17648,100.0,80.0,1200.0,334,3.0,5.0,5.0,5.0,0.33,Entire home/apt
17649,100.0,100.0,1843.0,207,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17650,100.0,98.0,1628.0,330,8.0,4.88,4.9,4.88,0.91,Entire home/apt
17651,100.0,100.0,520.0,365,1.0,5.0,5.0,5.0,1.0,Private room
17652,100.0,100.0,1093.0,312,17.0,4.94,4.88,4.59,2.15,Entire home/apt
17653,100.0,100.0,509.0,277,1.0,5.0,5.0,5.0,1.0,Entire home/apt
17654,100.0,100.0,1059.0,265,41.0,4.98,4.95,4.76,1.4,Entire home/apt
17655,100.0,97.0,450.0,333,3.0,4.67,4.67,5.0,0.32,Private room
17656,100.0,100.0,973.0,80,26.0,4.77,4.96,4.81,2.99,Entire home/apt
17657,98.6,97.3,240.0,365,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17658,94.5,80.0,1062.7,308,3.0,5.0,5.0,5.0,0.38,Entire home/apt
17659,100.0,100.0,1170.0,59,12.0,4.8,4.58,4.5,1.37,Entire home/apt
17660,98.6,97.3,1062.7,0,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17661,100.0,100.0,1012.0,365,11.0,4.64,5.0,4.91,1.21,Entire home/apt
17662,100.0,100.0,1979.0,157,8.0,4.88,4.75,4.9,0.96,Entire home/apt
17663,100.0,100.0,1400.0,341,13.0,4.85,5.0,5.0,1.4,Private room
17664,98.6,100.0,1250.0,337,16.0,4.88,5.0,4.94,1.82,Entire home/apt
17665,100.0,100.0,1621.0,301,39.0,4.92,4.97,4.92,4.37,Entire home/apt
17666,100.0,97.3,800.0,284,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17667,100.0,96.0,315.0,339,1.0,5.0,5.0,5.0,0.15,Private room
17668,100.0,100.0,1048.0,230,33.0,4.94,4.97,4.91,3.68,Entire home/apt
17669,100.0,100.0,590.0,312,34.0,4.91,4.85,4.65,3.74,Entire home/apt
17670,100.0,100.0,1271.0,357,10.0,5.0,5.0,4.9,1.29,Entire home/apt
17671,100.0,100.0,1700.0,345,21.0,4.9,5.0,4.86,3.52,Entire home/apt
17672,100.0,100.0,2487.0,168,34.0,4.97,4.76,4.68,4.05,Entire home/apt
17673,98.6,89.0,359.0,0,2.0,4.8,5.0,4.5,1.71,Private room
17674,100.0,100.0,2220.0,319,35.0,4.94,4.8,4.97,3.99,Entire home/apt
17675,94.5,97.3,560.0,363,2.0,4.5,5.0,4.5,0.25,Private room
17676,100.0,97.3,502.0,269,3.0,5.0,5.0,5.0,0.35,Private room
17677,99.0,100.0,999.0,356,14.0,4.93,5.0,4.71,1.58,Entire home/apt
17678,100.0,99.0,950.0,362,3.0,5.0,5.0,5.0,0.38,Private room
17679,94.5,91.5,1062.7,180,0.0,4.7,4.8,4.8,1.7,Private room
17680,100.0,94.0,1047.0,332,13.0,4.8,4.69,5.0,1.85,Entire home/apt
17681,94.5,91.5,921.0,340,46.0,4.7,4.7,4.8,1.4,Entire home/apt
17682,100.0,100.0,807.0,358,7.0,5.0,5.0,5.0,1.08,Entire home/apt
17683,100.0,100.0,1815.0,364,18.0,4.67,4.5,4.94,2.08,Entire home/apt
17684,94.5,86.0,2000.0,365,2.0,5.0,5.0,5.0,0.39,Entire home/apt
17685,99.0,100.0,360.0,265,7.0,4.86,4.86,4.71,0.79,Private room
17686,100.0,100.0,400.0,362,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17687,100.0,99.0,850.0,344,67.0,4.93,4.94,4.93,1.4,Entire home/apt
17688,100.0,100.0,529.0,362,7.0,4.8,4.71,5.0,0.86,Private room
17689,100.0,100.0,2729.0,284,0.0,4.7,4.8,4.8,1.7,Private room
17690,100.0,100.0,2343.0,156,21.0,5.0,5.0,5.0,2.76,Entire home/apt
17691,100.0,100.0,2486.0,294,49.0,4.86,4.92,4.98,1.4,Entire home/apt
17692,100.0,100.0,1530.0,362,9.0,4.78,4.67,4.89,1.03,Entire home/apt
17693,100.0,100.0,327.0,353,39.0,4.38,4.95,4.9,4.42,Private room
17694,100.0,100.0,1006.0,354,6.0,5.0,5.0,5.0,0.98,Entire home/apt
17695,100.0,99.0,820.0,147,1.0,5.0,5.0,5.0,0.11,Entire home/apt
17696,100.0,100.0,900.0,355,1.0,5.0,5.0,5.0,1.0,Private room
17697,100.0,98.0,3000.0,351,21.0,4.8,4.9,4.86,2.45,Entire home/apt
17698,100.0,100.0,1402.0,315,26.0,5.0,4.96,5.0,2.93,Entire home/apt
17699,100.0,92.0,905.0,355,13.0,4.69,5.0,4.85,1.48,Entire home/apt
17700,100.0,100.0,1386.0,75,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17701,100.0,100.0,700.0,56,3.0,5.0,5.0,4.67,2.81,Entire home/apt
17702,100.0,96.0,900.0,83,13.0,4.92,5.0,5.0,1.59,Entire home/apt
17703,100.0,100.0,2080.0,108,26.0,4.88,5.0,4.92,2.95,Entire home/apt
17704,100.0,100.0,389.0,333,9.0,4.56,4.78,5.0,1.02,Private room
17705,100.0,100.0,1171.0,181,11.0,5.0,5.0,4.91,1.23,Entire home/apt
17706,98.6,100.0,1403.0,270,15.0,4.67,5.0,4.73,1.96,Entire home/apt
17707,100.0,97.3,250.0,333,2.0,5.0,4.5,4.5,0.25,Shared room
17708,100.0,100.0,450.0,357,28.0,4.96,4.96,4.79,3.47,Entire home/apt
17709,100.0,100.0,871.0,81,16.0,4.81,4.88,4.88,1.87,Entire home/apt
17710,100.0,97.0,350.0,333,1.0,5.0,5.0,5.0,0.19,Entire home/apt
17711,100.0,99.0,2046.0,323,34.0,4.74,4.94,4.97,4.02,Entire home/apt
17712,100.0,100.0,1004.0,353,40.0,4.78,4.88,4.75,4.43,Entire home/apt
17713,100.0,94.0,1089.0,294,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17714,100.0,97.0,350.0,333,17.0,4.8,4.82,4.94,1.92,Entire home/apt
17715,100.0,100.0,683.0,322,17.0,4.82,5.0,5.0,2.46,Entire home/apt
17716,100.0,100.0,899.0,306,7.0,4.8,4.9,4.9,0.83,Entire home/apt
17717,100.0,100.0,1259.0,73,15.0,4.33,4.67,4.9,1.79,Entire home/apt
17718,100.0,100.0,2001.0,345,15.0,4.93,4.6,5.0,1.85,Entire home/apt
17719,100.0,100.0,520.0,329,24.0,4.88,4.79,4.5,3.35,Entire home/apt
17720,100.0,99.0,1628.0,262,1.0,5.0,5.0,5.0,0.12,Entire home/apt
17721,96.0,100.0,700.0,362,23.0,4.83,4.74,4.83,2.85,Private room
17722,100.0,96.0,3086.0,123,24.0,4.96,5.0,4.92,2.71,Entire home/apt
17723,94.5,100.0,437.0,144,1.0,5.0,5.0,5.0,0.12,Private room
17724,91.0,86.0,1062.7,365,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17725,100.0,100.0,1300.0,120,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17726,100.0,100.0,880.0,358,19.0,4.74,4.79,4.84,3.77,Entire home/apt
17727,96.0,99.0,990.0,292,60.0,4.97,4.98,4.93,1.4,Entire home/apt
17728,98.0,100.0,500.0,362,3.0,5.0,5.0,5.0,0.34,Private room
17729,100.0,97.3,500.0,88,2.0,4.8,4.9,4.9,0.22,Entire home/apt
17730,100.0,100.0,733.0,164,6.0,4.83,4.67,5.0,0.71,Entire home/apt
17731,98.0,100.0,550.0,360,14.0,4.43,4.57,4.93,1.57,Private room
17732,96.0,100.0,1300.0,361,4.0,4.5,4.75,4.75,0.49,Private room
17733,94.5,91.5,1062.7,90,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17734,99.0,99.0,1753.0,273,16.0,4.94,4.94,4.88,1.89,Entire home/apt
17735,100.0,100.0,799.0,105,3.0,4.67,5.0,5.0,0.36,Entire home/apt
17736,98.6,100.0,726.0,272,1.0,5.0,5.0,5.0,0.27,Private room
17737,100.0,100.0,1062.7,311,13.0,5.0,4.92,4.92,1.7,Entire home/apt
17738,100.0,100.0,1300.0,343,5.0,5.0,5.0,4.8,0.58,Entire home/apt
17739,100.0,100.0,1429.0,343,5.0,5.0,5.0,5.0,2.59,Entire home/apt
17740,100.0,100.0,475.0,365,8.0,4.88,4.75,5.0,1.3,Private room
17741,100.0,100.0,1725.0,320,10.0,4.8,5.0,4.8,1.39,Entire home/apt
17742,100.0,88.0,2800.0,53,3.0,5.0,5.0,5.0,0.37,Entire home/apt
17743,100.0,100.0,600.0,90,2.0,5.0,4.5,4.9,0.4,Entire home/apt
17744,100.0,100.0,1801.0,86,52.0,4.88,4.9,4.88,1.4,Entire home/apt
17745,100.0,100.0,623.0,361,4.0,4.8,5.0,4.5,1.33,Entire home/apt
17746,100.0,97.3,2400.0,363,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17747,98.6,91.5,1549.0,11,0.0,4.7,4.8,4.8,1.7,Entire home/apt
17748,94.5,100.0,1062.7,365,1.0,4.8,4.9,4.9,0.2,Shared room
17749,100.0,100.0,304.0,356,50.0,4.66,4.92,4.8,1.4,Private room
17750,100.0,100.0,1494.0,153,31.0,4.84,4.97,4.87,3.43,Entire home/apt
17751,100.0,100.0,2229.0,66,12.0,4.92,5.0,4.92,1.38,Entire home/apt
17752,100.0,99.0,907.0,134,7.0,4.8,5.0,4.86,0.86,Entire home/apt
17753,100.0,97.0,749.0,335,3.0,5.0,5.0,5.0,0.69,Private room
17754,100.0,97.3,1800.0,342,1.0,5.0,5.0,5.0,0.49,Entire home/apt
17755,100.0,100.0,1414.0,58,29.0,4.72,4.9,4.93,3.78,Entire home/apt
17756,100.0,100.0,3000.0,365,1.0,4.8,4.9,5.0,0.2,Entire home/apt
17757,100.0,97.0,200.0,363,9.0,4.78,4.56,4.89,1.02,Private room
17758,100.0,100.0,603.0,341,36.0,4.94,5.0,5.0,4.2,Entire home/apt
